,code_agb,groupe_aliment,sous_groupe_aliment,nom_produit,lci_name,code_saison,code_avion,kg_CO2_eq,Pt_utilisation_sol_eq,m3_consommation_eau_eq,mol_acidification_kg_eq,groupe_aliment_color
167,13169,aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois,Dairy cereal-based beverage for baby's breakfast from 8/9 months,2,0,1.61,79.5,1.51,0.0157,#BB8FCE
168,13167,aliments infantiles,céréales et biscuits infantiles,"Céréales instantanées, poudre à reconstituer, dès 4/6 mois",Instant cereal (powder to be reconstituted) for baby from 4/6 months,2,0,5.96,98.1,5.14,0.0209,#BB8FCE
169,13168,aliments infantiles,céréales et biscuits infantiles,"Céréales instantanées, poudre à reconstituer, dès 6 mois",Instant cereal (powder to be reconstituted) for baby from 6 months,2,0,5.96,98.1,5.14,0.0209,#BB8FCE
170,13165,aliments infantiles,desserts infantiles,Dessert lacté infantile au riz ou à la semoule,"Dairy dessert for baby, with rice or semolina",2,0,1.56,67.0,0.707,0.0152,#BB8FCE
171,13166,aliments infantiles,desserts infantiles,Dessert lacté infantile nature sucré ou aux fruits,"Dairy dessert for baby, plain with sugar or with fruits",2,0,1.56,67.0,0.707,0.0152,#BB8FCE
172,13164,aliments infantiles,desserts infantiles,Dessert lacté infantile type crème dessert,"Dairy dessert for baby, custard type",2,0,1.56,67.0,0.707,0.0152,#BB8FCE
173,3000,aliments infantiles,laits et boissons infantiles,"Lait 1er âge, poudre soluble (préparation pour nourrissons)","Baby milk, first age, powder, non rehydrated",2,0,14.9,1500.0,0.454,0.166,#BB8FCE
174,19013,aliments infantiles,laits et boissons infantiles,"Lait 1er âge, prêt à consommer (préparation pour nourrissons)","Baby milk, first milk, ready to feed",2,0,1.51,68.1,0.474,0.014,#BB8FCE
175,3002,aliments infantiles,laits et boissons infantiles,"Lait 2e âge, poudre soluble (préparation de suite)","Baby milk, second age, powder, non rehydrated",2,0,14.9,1500.0,0.454,0.166,#BB8FCE
176,19014,aliments infantiles,laits et boissons infantiles,"Lait 2e âge, prêt à consommer (préparation pour nourrissons)","Baby milk, follow on milk, ready to feed",2,0,1.51,68.1,0.474,0.014,#BB8FCE
177,19012,aliments infantiles,laits et boissons infantiles,"Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge)","Baby milk, growing up milk, ready to feed",2,0,1.41,67.8,0.478,0.0135,#BB8FCE
178,13157,aliments infantiles,desserts infantiles,Petit pot fruit avec banane pour bébé,Baby food jar with banana,2,0,0.672,20.1,2.8,0.00563,#BB8FCE
179,13158,aliments infantiles,desserts infantiles,Petit pot fruit sans banane pour bébé,Baby food jar without banana,2,0,0.672,20.1,2.8,0.00563,#BB8FCE
180,20247,aliments infantiles,petits pots salés et plats infantiles,"Petit pot légumes, avec féculent, dès 4/6 mois","Baby food jar with vegetables and starch, from 4-6 months",2,0,0.866,25.7,2.56,0.00627,#BB8FCE
181,20246,aliments infantiles,petits pots salés et plats infantiles,"Petit pot légumes, dès 4-6 mois","Baby food jar with vegetables, from 4-6 months",2,0,0.866,25.7,2.56,0.00627,#BB8FCE
182,20251,aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent et lait/crème, dès 12 mois","Vegetable dish for baby, with milk/cream and starch, from 12 months",2,0,0.858,53.6,3.9,0.00809,#BB8FCE
183,20254,aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent et lait/crème, dès 18 mois","Vegetable dish for baby, with milk/cream and starch, from 18 months",2,0,0.858,53.6,3.9,0.00809,#BB8FCE
184,20249,aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent et lait/crème, dès 6-8 mois","Vegetable dish for baby, with milk/cream and starch, from 6-8 months",2,0,0.858,53.6,3.9,0.00809,#BB8FCE
185,20250,aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent et lait/crème, dès 8-12 mois","Vegetable dish for baby, with milk/cream and starch, from 8-12 months",2,0,0.858,53.6,3.9,0.00809,#BB8FCE
186,42605,aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent et viande/poisson, dès 12 mois","Vegetable dish for baby, w meat/fish and starch, from 12 months",2,0,1.81,49.1,3.9,0.0404,#BB8FCE
187,42606,aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent et viande/poisson, dès 18 mois","Vegetable dish for baby, w meat/fish and starch, from 18 months",2,0,1.81,49.1,3.9,0.0404,#BB8FCE
188,42603,aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent et viande/poisson, dès 6-8 mois","Vegetable dish for baby, w meat/fish and starch, from 6-8 months",2,0,1.81,49.1,3.9,0.0404,#BB8FCE
189,42604,aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent et viande/poisson, dès 8-12 mois","Vegetable dish for baby, w meat/fish and starch, from 8-12 months",2,0,1.81,49.1,3.9,0.0404,#BB8FCE
190,20248,aliments infantiles,petits pots salés et plats infantiles,"Plat légumes, avec féculent, dès 6-8 mois","Vegetable dish for baby, with starch, from 6-8 months",2,0,0.754,50.3,4.19,0.00712,#BB8FCE
191,20252,aliments infantiles,petits pots salés et plats infantiles,Soupe pour bébé légumes et pomme de terre,"Soup for baby, with vegetables and potatoes",2,0,0.53,8.63,0.512,0.00283,#BB8FCE
192,20253,aliments infantiles,petits pots salés et plats infantiles,"Soupe pour bébé légumes, céréales et lait","Soup for baby, with vegetables, cereals and milk",2,0,0.586,12.9,1.27,0.00344,#BB8FCE
193,1014,boissons,boisson alcoolisées,Alcool pur,Pure alcohol,2,0,1.03,20.2,0.198,0.00679,#85C1E9
194,1007,boissons,boisson alcoolisées,Apéritif à base de vin ou vermouth,Wine-based aperitif,2,0,1.09,94.2,0.473,0.0104,#85C1E9
195,5001,boissons,boisson alcoolisées,"Bière ""coeur de marché"" (4-5° alcool)","Beer, regular (4-5° alcohol)",2,0,1.12,18.7,0.257,0.00755,#85C1E9
196,5011,boissons,boisson alcoolisées,"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)","Beer, ""specialty"", from abbey or regional (varying alcohol content)",2,0,1.12,18.7,0.257,0.00755,#85C1E9
197,5010,boissons,boisson alcoolisées,"Bière ""spéciale"" (5-6° alcool)","Beer, special (5-6° alcohol)",2,0,1.12,18.7,0.257,0.00755,#85C1E9
198,5000,boissons,boisson alcoolisées,Bière brune,"Beer, dark",2,0,1.12,18.7,0.257,0.00755,#85C1E9
199,5008,boissons,boisson alcoolisées,Bière faiblement alcoolisée (3° alcool),"Beer, low alcohol-content (3° alcohol)",2,0,1.12,18.7,0.257,0.00755,#85C1E9
200,5002,boissons,boisson alcoolisées,Bière forte (>8° alcool),"Beer, strong (>8° alcohol)",2,0,1.12,18.7,0.257,0.00755,#85C1E9
201,5030,boissons,boisson alcoolisées,"Bière sans alcool (<1,2° alcool)","Beer, alcohol-free (<1,2° alcohol)",2,0,1.12,18.7,0.257,0.00755,#85C1E9
202,18905,boissons,boissons sans alcool,"Boisson à base d'avoine, nature","Oat-based drink, plain, prepacked",2,0,0.535,42.4,0.33,0.00423,#85C1E9
203,18904,boissons,boissons sans alcool,"Boisson à base de riz, nature","Rice-based drink, plain",2,0,0.372,22.4,1.14,0.00366,#85C1E9
204,18011,boissons,boissons sans alcool,"Boisson à la noix de coco, nature, préemballée",Coconut water,2,0,1.11,106.0,1.97,0.0129,#85C1E9
205,18907,boissons,boissons sans alcool,"Boisson à la noix de coco, nature, préemballée","Coconut-based drink, plain, prepacked",2,0,0.85,121.0,3.71,0.00853,#85C1E9
206,18107,boissons,boissons sans alcool,Boisson à l'amande,"Almond drink not sweet, not fortified, prepacked",2,0,0.372,22.4,1.16,0.00365,#85C1E9
207,18030,boissons,boissons sans alcool,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants","Bottled water, flavoured, without sugar and with artificial sweeteners",2,0,0.386,2.1,0.174,0.00146,#85C1E9
208,18028,boissons,boissons sans alcool,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant","Bottled water, flavoured, without sugar and artificial sweeteners",2,0,0.386,2.1,0.174,0.00146,#85C1E9
209,18012,boissons,boissons sans alcool,"Boisson à l'eau minérale ou de source, aromatisée, sucrée","Bottled water, flavoured, w sugar",2,0,0.386,2.1,0.174,0.00146,#85C1E9
210,18343,boissons,boissons sans alcool,Boisson au jus de fruit et au lait,Fruit juice with milk,2,0,0.863,28.5,10.6,0.00755,#85C1E9
211,18902,boissons,boissons sans alcool,"Boisson au soja, aromatisée, sucrée","Soy drink, flavoured, with sugar",2,0,0.453,26.4,0.113,0.00205,#85C1E9
212,18903,boissons,boissons sans alcool,"Boisson au soja, aromatisée, sucrée, enrichie en calcium","Soy drink, flavoured, enriched in calcium, w sugar or fruit concentrate",2,0,0.453,26.4,0.113,0.00205,#85C1E9
213,18900,boissons,boissons sans alcool,"Boisson au soja, nature","Soy drink, plain, prepacked",2,0,0.446,26.4,0.109,0.002,#85C1E9
214,18901,boissons,boissons sans alcool,"Boisson au soja, nature, enrichie en calcium","Soy drink, plain, fortified with calcium",2,0,0.453,26.4,0.113,0.00205,#85C1E9
215,18065,boissons,boissons sans alcool,"Boisson au thé, aromatisée, non sucrée, avec édulcorants","Still soft drink with tea extract, flavoured, without sugar and with artificial sweeteners",2,0,0.522,17.0,2.2,0.00403,#85C1E9
216,18075,boissons,boissons sans alcool,"Boisson au thé, aromatisée, sucrée","Still soft drink with tea extract, flavoured, with sugar",2,0,0.522,17.0,2.2,0.00403,#85C1E9
217,18015,boissons,boissons sans alcool,"Boisson au thé, aromatisée, sucrée, avec édulcorants","Still soft drink with tea extract, with sugar and artificial sweetener(s)",2,0,0.522,17.0,2.2,0.00403,#85C1E9
218,18106,boissons,boissons sans alcool,"Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant cocoa or chocolate beverage, with sugar, fortified with vitamins and chemical elements, ready-to-drink (reconstituted with standard semi-skimm",2,0,1.45,61.5,0.462,0.0121,#85C1E9
219,18104,boissons,boissons sans alcool,"Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant cocoa or chocolate beverage, with sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",2,0,1.46,61.5,0.462,0.0121,#85C1E9
220,18353,boissons,boissons sans alcool,"Boisson énergisante, non sucrée, avec édulcorants","Energy drink, without sugar and with artificial sweetener(s)",2,0,0.471,5.89,0.426,0.00366,#85C1E9
221,18352,boissons,boissons sans alcool,"Boisson énergisante, sucrée","Energy drink, with sugar",2,0,0.471,5.89,0.426,0.00366,#85C1E9
222,18340,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants","Fruit soft drink, carbonated (less than 10% of fruit juice), without sugar and with artificial sweetener(s)",2,0,0.386,2.1,0.174,0.00146,#85C1E9
223,18345,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant","Fruit soft drink, carbonated (less than 10% of fruit juice), without sugar and artificial sweetener(s)",2,0,0.386,2.1,0.174,0.00146,#85C1E9
224,18049,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar",2,0,0.437,5.64,0.471,0.0018,#85C1E9
225,18033,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar and artificial sweetener(s)",2,0,0.437,5.64,0.471,0.0018,#85C1E9
226,18019,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée","Fruit soft drink, carbonated (10-50% of fruit juice), with sugar",2,0,0.437,5.64,0.471,0.0018,#85C1E9
227,18026,boissons,boissons sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée","Soft drink, carbonated, without fruit juice, with sugar",2,0,0.511,13.3,0.397,0.0039,#85C1E9
228,18078,boissons,boissons sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants","Soft drink, carbonated, without fruit juice, with sugar and artificial sweetener(s)",2,0,0.511,13.3,0.397,0.0039,#85C1E9
229,19127,boissons,boissons sans alcool,"Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D","Strawberry flavoured milk, with sugar, partially skimmed, fortified with vitamins D",2,0,1.37,57.9,0.41,0.0123,#85C1E9
230,19122,boissons,boissons sans alcool,"Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux","Chocolate flavoured milk, with sugar, partially skimmed, fortified with vitamins and chemicals elements",2,0,1.37,57.9,0.41,0.0123,#85C1E9
231,18304,boissons,boissons sans alcool,"Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres","Fruit soft drink, still (10-50% of fruit juice), reduced sugar",2,0,0.56,11.4,0.798,0.00655,#85C1E9
232,18339,boissons,boissons sans alcool,"Boisson plate aux fruits (10 à 50% de jus), sucrée","Fruit soft drink, still (10-50% of fruit juice), with sugar",2,0,0.56,11.4,0.798,0.00655,#85C1E9
233,18023,boissons,boissons sans alcool,"Boisson plate aux fruits (à moins de 10% de jus), sucrée","Fruit soft drink, still (less than 10% of fruit juice), with sugar",2,0,0.56,11.4,0.798,0.00655,#85C1E9
234,18309,boissons,boissons sans alcool,"Boisson plate aux fruits (teneur en jus non spécifiée), sucrée","Fruit soft drink, still (fruit juice content unspecified), with sugar",2,0,0.56,11.4,0.798,0.00655,#85C1E9
235,18021,boissons,boissons sans alcool,"Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants","Fruit soft drink, still (less than 10% of fruit juice), without sugar and with artificial sweetener(s)",2,0,0.386,2.1,0.174,0.00146,#85C1E9
236,18058,boissons,boissons sans alcool,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau","Syrup (mint, strawberries flavouredetc.), with sugar diluted in water",2,0,0.102,3.99,0.444,0.00174,#85C1E9
237,18100,boissons,boissons sans alcool,"Cacao, non sucré, poudre soluble","Cocoa powder, without sugar, powder, instant, non rehydrated",2,0,26.7,1050.0,0.332,0.0286,#85C1E9
238,18163,boissons,boissons sans alcool,"Café au lait ou cappuccino au chocolat, poudre soluble","Coffee with milk or Cappuccino with chocolate, powder, instant, non rehydrated",2,0,8.34,639.0,3.41,0.115,#85C1E9
239,18160,boissons,boissons sans alcool,"Café au lait ou cappuccino, poudre soluble","Coffee with milk or Cappuccino, powder, instant, non rehydrated",2,0,7.79,628.0,3.52,0.118,#85C1E9
240,18151,boissons,boissons sans alcool,"Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire","Coffee with milk or white coffee or cappuccino, instant coffee or not, without sugar, ready-to-drink",2,0,0.498,37.3,0.251,0.00677,#85C1E9
241,18072,boissons,boissons sans alcool,"Café décaféiné, instantané, non sucré, prêt à boire","Decaffeinated instant coffee, without sugar, ready-to-drink",2,0,1.67,79.1,1.05,0.0307,#85C1E9
242,18070,boissons,boissons sans alcool,"Café décaféiné, non instantané, non sucré, prêt à boire","Decaffeinated not instant coffee, without sugar, ready-to-drink",2,0,0.64,37.4,0.381,0.014,#85C1E9
243,18071,boissons,boissons sans alcool,"Café expresso, non instantané, non sucré, prêt à boire","Espresso coffee, not instant coffee, without sugar, ready-to-drink",2,0,0.594,37.4,0.361,0.0139,#85C1E9
244,18069,boissons,boissons sans alcool,"Café, décaféiné, poudre soluble","Decaffeinated coffee, powder, instant, non rehydrated",2,0,28.5,1350.0,17.2,0.526,#85C1E9
245,18073,boissons,boissons sans alcool,"Café, instantané, non sucré, prêt à boire","Instant coffee, without sugar, ready-to-drink",2,0,1.58,79.0,1.01,0.0305,#85C1E9
246,18003,boissons,boissons sans alcool,"Café, moulu","Coffee, ground",2,0,9.99,639.0,5.29,0.237,#85C1E9
247,18004,boissons,boissons sans alcool,"Café, non instantané, non sucré, prêt à boire","Not instant coffee, without sugar, ready-to-drink",2,0,0.594,37.4,0.361,0.0139,#85C1E9
248,18005,boissons,boissons sans alcool,"Café, poudre soluble","Coffee, powder, instant, non rehydrated",2,0,26.9,1350.0,16.4,0.521,#85C1E9
249,5207,boissons,boisson alcoolisées,Champagne,Champagne,2,0,1.23,114.0,0.27,0.0101,#85C1E9
250,18162,boissons,boissons sans alcool,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)","Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with water)",2,0,2.28,101.0,1.13,0.0285,#85C1E9
251,18153,boissons,boissons sans alcool,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)","Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",2,0,2.28,101.0,1.13,0.0285,#85C1E9
252,18150,boissons,boissons sans alcool,"Chicorée et café, poudre soluble","Mix of chicory and coffee, powder, instant, non rehydrated",2,0,14.3,598.0,9.35,0.224,#85C1E9
253,18161,boissons,boissons sans alcool,"Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant chicory, without sugar and artificial sweeteners, ready-to-drink (reconstituted with standard semi-skimmed milk)",2,0,1.3,59.9,0.426,0.0122,#85C1E9
254,18152_1,boissons,boissons sans alcool,"Chicorée, poudre soluble, non réhydratée","Chicory, powder, instant, non rehydrated",2,0,5.43,135.0,0.822,0.0215,#85C1E9
255,18152_2,boissons,boissons sans alcool,"Chicorée, poudre soluble, réhydratée","Chicory, powder, instant, ready-to-drink",2,0,0.118,2.72,0.0634,0.00049,#85C1E9
